Variables  = "x","y","u","v"                                          
 ZONE I=         122  J=          50  F=POINT
   0.00000000       0.00000000       0.00000000       0.00000000    
   3.33333351E-02   0.00000000      -6.91757770E-04   0.00000000    
  0.100000001       0.00000000      -1.70217128E-03   0.00000000    
  0.166666672       0.00000000      -2.33845599E-03   0.00000000    
  0.233333334       0.00000000      -2.62943842E-03   0.00000000    
  0.300000012       0.00000000      -2.66215950E-03  -0.00000000    
  0.366666675       0.00000000      -2.52024271E-03  -0.00000000    
  0.433333337       0.00000000      -2.27633258E-03  -0.00000000    
  0.500000000       0.00000000      -1.98597321E-03  -0.00000000    
  0.566666663       0.00000000      -1.68658537E-03  -0.00000000    
  0.633333325       0.00000000      -1.40053546E-03  -0.00000000    
  0.699999988       0.00000000      -1.13941659E-03  -0.00000000    
  0.766666651       0.00000000      -9.07887472E-04  -0.00000000    
  0.833333313       0.00000000      -7.06486055E-04  -0.00000000    
  0.899999976       0.00000000      -5.33527113E-04  -0.00000000    
  0.966666639       0.00000000      -3.86302359E-04  -0.00000000    
   1.03333330       0.00000000      -2.61737034E-04  -0.00000000    
   1.10000002       0.00000000      -1.56769529E-04  -0.00000000    
   1.16666663       0.00000000      -6.85532577E-05  -0.00000000    
   1.23333335       0.00000000       5.45522198E-06  -0.00000000    
   1.29999995       0.00000000       6.74934126E-05  -0.00000000    
   1.36666667       0.00000000       1.19482167E-04  -0.00000000    
   1.43333328       0.00000000       1.63048506E-04  -0.00000000    
   1.50000000       0.00000000       1.99585222E-04  -0.00000000    
   1.56666672       0.00000000       2.30249017E-04  -0.00000000    
   1.63333333       0.00000000       2.56009400E-04  -0.00000000    
   1.70000005       0.00000000       2.77684070E-04  -0.00000000    
   1.76666665       0.00000000       2.95937061E-04  -0.00000000    
   1.83333337       0.00000000       3.11331823E-04  -0.00000000    
   1.89999998       0.00000000       3.24341469E-04  -0.00000000    
   1.96666670       0.00000000       3.35349701E-04  -0.00000000    
   2.03333330       0.00000000       3.44679691E-04  -0.00000000    
   2.09999990       0.00000000       3.52596864E-04  -0.00000000    
   2.16666675       0.00000000       3.59323807E-04  -0.00000000    
   2.23333335       0.00000000       3.65051441E-04  -0.00000000    
   2.29999995       0.00000000       3.69931571E-04  -0.00000000    
   2.36666656       0.00000000       3.74100171E-04  -0.00000000    
   2.43333340       0.00000000       3.77658755E-04  -0.00000000    
   2.50000000       0.00000000       3.80700454E-04  -0.00000000    
   2.56666660       0.00000000       3.83300707E-04  -0.00000000    
   2.63333344       0.00000000       3.85526568E-04  -0.00000000    
   2.70000005       0.00000000       3.87442298E-04  -0.00000000    
   2.76666665       0.00000000       3.89084220E-04  -0.00000000    
   2.83333325       0.00000000       3.90493311E-04  -0.00000000    
   2.90000010       0.00000000       3.91701236E-04  -0.00000000    
   2.96666670       0.00000000       3.92740592E-04  -0.00000000    
   3.03333330       0.00000000       3.93637456E-04  -0.00000000    
   3.09999990       0.00000000       3.94403934E-04  -0.00000000    
   3.16666675       0.00000000       3.95061448E-04  -0.00000000    
   3.23333335       0.00000000       3.95630486E-04  -0.00000000    
   3.29999995       0.00000000       3.96122225E-04  -0.00000000    
   3.36666656       0.00000000       3.96545976E-04  -0.00000000    
   3.43333340       0.00000000       3.96909192E-04  -0.00000000    
   3.50000000       0.00000000       3.97219323E-04  -0.00000000    
   3.56666660       0.00000000       3.97489406E-04  -0.00000000    
   3.63333344       0.00000000       3.97721305E-04  -0.00000000    
   3.70000005       0.00000000       3.97918746E-04  -0.00000000    
   3.76666665       0.00000000       3.98091972E-04  -0.00000000    
   3.83333325       0.00000000       3.98240052E-04  -0.00000000    
   3.90000010       0.00000000       3.98368575E-04  -0.00000000    
   3.96666670       0.00000000       3.98481265E-04  -0.00000000    
